"","TipLabels_Data","Date"
"A/Connecticut/Flu055/2012--EPI_ISL_202143--A_/_H3N2--12/27/2012","A/Connecticut/Flu055/2012--EPI_ISL_202143--A_/_H3N2--12/27/2012","12/27/2012"
"A/Connecticut/Flu139/2013--EPI_ISL_202133--A_/_H3N2--02/01/2013","A/Connecticut/Flu139/2013--EPI_ISL_202133--A_/_H3N2--02/01/2013","02/01/2013"
"A/French_Guiana/1118/2013--EPI_ISL_145679--A_/_H3N2--05/31/2013","A/French_Guiana/1118/2013--EPI_ISL_145679--A_/_H3N2--05/31/2013","05/31/2013"
"A/Houston/JMM_69/2012--EPI_ISL_189198--A_/_H3N2--12/14/2012","A/Houston/JMM_69/2012--EPI_ISL_189198--A_/_H3N2--12/14/2012","12/14/2012"
"A/Boston/DOA2-224/2013--EPI_ISL_148054--A_/_H3N2--01/01/2013","A/Boston/DOA2-224/2013--EPI_ISL_148054--A_/_H3N2--01/01/2013","01/01/2013"
"A/Louisiana/16/2012--EPI_ISL_134007--A_/_H3N2--12/04/2012","A/Louisiana/16/2012--EPI_ISL_134007--A_/_H3N2--12/04/2012","12/04/2012"
"A/Chicago/YGA_04065/2012--EPI_ISL_160694--A_/_H3N2--12/19/2012","A/Chicago/YGA_04065/2012--EPI_ISL_160694--A_/_H3N2--12/19/2012","12/19/2012"
"A/Chicago/YGA_04124/2012--EPI_ISL_160728--A_/_H3N2--12/31/2012","A/Chicago/YGA_04124/2012--EPI_ISL_160728--A_/_H3N2--12/31/2012","12/31/2012"
"A/Chicago/YGA_04132/2013--EPI_ISL_160735--A_/_H3N2--01/01/2013","A/Chicago/YGA_04132/2013--EPI_ISL_160735--A_/_H3N2--01/01/2013","01/01/2013"
"A/Chicago/YGA_04200/2013--EPI_ISL_160751--A_/_H3N2--01/25/2013","A/Chicago/YGA_04200/2013--EPI_ISL_160751--A_/_H3N2--01/25/2013","01/25/2013"
"A/Chicago/YGA_04036/2012--EPI_ISL_160682--A_/_H3N2--12/13/2012","A/Chicago/YGA_04036/2012--EPI_ISL_160682--A_/_H3N2--12/13/2012","12/13/2012"
"A/Chicago/YGA_04108/2012--EPI_ISL_160253--A_/_H3N2--12/28/2012","A/Chicago/YGA_04108/2012--EPI_ISL_160253--A_/_H3N2--12/28/2012","12/28/2012"
"A/Chicago/YGA_04198/2013--EPI_ISL_160750--A_/_H3N2--01/23/2013","A/Chicago/YGA_04198/2013--EPI_ISL_160750--A_/_H3N2--01/23/2013","01/23/2013"
"A/Chicago/YGA_04086/2012--EPI_ISL_160699--A_/_H3N2--12/25/2012","A/Chicago/YGA_04086/2012--EPI_ISL_160699--A_/_H3N2--12/25/2012","12/25/2012"
"A/Chicago/YGA_04085/2012--EPI_ISL_160698--A_/_H3N2--12/25/2012","A/Chicago/YGA_04085/2012--EPI_ISL_160698--A_/_H3N2--12/25/2012","12/25/2012"
"A/Chicago/YGA_04120/2012--EPI_ISL_160724--A_/_H3N2--12/30/2012","A/Chicago/YGA_04120/2012--EPI_ISL_160724--A_/_H3N2--12/30/2012","12/30/2012"
"A/Brazil/8456/2012--EPI_ISL_125906--A_/_H3N2--05/18/2012","A/Brazil/8456/2012--EPI_ISL_125906--A_/_H3N2--05/18/2012","05/18/2012"
"A/Indiana/158/2012--EPI_ISL_129004--A_/_H3N2--08/03/2012","A/Indiana/158/2012--EPI_ISL_129004--A_/_H3N2--08/03/2012","08/03/2012"
"A/Paraguay/32/2012--EPI_ISL_129005--A_/_H3N2--07/02/2012","A/Paraguay/32/2012--EPI_ISL_129005--A_/_H3N2--07/02/2012","07/02/2012"
"A/Brazil/0289/2013--EPI_ISL_145126--A_/_H3N2--04/28/2013","A/Brazil/0289/2013--EPI_ISL_145126--A_/_H3N2--04/28/2013","04/28/2013"
"A/Chicago/YGA_04188/2013--EPI_ISL_160748--A_/_H3N2--01/16/2013","A/Chicago/YGA_04188/2013--EPI_ISL_160748--A_/_H3N2--01/16/2013","01/16/2013"
"A/MACAU/600159/2011--EPI_ISL_94857--A_/_H3N2--02/18/2011","A/MACAU/600159/2011--EPI_ISL_94857--A_/_H3N2--02/18/2011","02/18/2011"
"A/Iowa/02/2011--EPI_ISL_89779--A_/_H3N2--02/18/2011","A/Iowa/02/2011--EPI_ISL_89779--A_/_H3N2--02/18/2011","02/18/2011"
"A/Delaware/03/2011--EPI_ISL_89762--A_/_H3N2--01/23/2011","A/Delaware/03/2011--EPI_ISL_89762--A_/_H3N2--01/23/2011","01/23/2011"
"A/Rhode_Island/04/2011--EPI_ISL_89819--A_/_H3N2--01/31/2011","A/Rhode_Island/04/2011--EPI_ISL_89819--A_/_H3N2--01/31/2011","01/31/2011"
"A/Wisconsin/09/2011--EPI_ISL_89840--A_/_H3N2--02/08/2011","A/Wisconsin/09/2011--EPI_ISL_89840--A_/_H3N2--02/08/2011","02/08/2011"
"A/Georgia/03/2011--EPI_ISL_90816--A_/_H3N2--03/15/2011","A/Georgia/03/2011--EPI_ISL_90816--A_/_H3N2--03/15/2011","03/15/2011"
"A/Santiago/18456/2011--EPI_ISL_98644--A_/_H3N2--08/23/2011","A/Santiago/18456/2011--EPI_ISL_98644--A_/_H3N2--08/23/2011","08/23/2011"
"A/Umea/3/2011--EPI_ISL_93716--A_/_H3N2--05/23/2011","A/Umea/3/2011--EPI_ISL_93716--A_/_H3N2--05/23/2011","05/23/2011"
"A/Peru/PER010/2010--EPI_ISL_152153--A_/_H3N2--11/02/2010","A/Peru/PER010/2010--EPI_ISL_152153--A_/_H3N2--11/02/2010","11/02/2010"
"A/Peru/PER272/2010--EPI_ISL_152658--A_/_H3N2--10/16/2010","A/Peru/PER272/2010--EPI_ISL_152658--A_/_H3N2--10/16/2010","10/16/2010"
"A/Peru/PER329/2010--EPI_ISL_152763--A_/_H3N2--10/19/2010","A/Peru/PER329/2010--EPI_ISL_152763--A_/_H3N2--10/19/2010","10/19/2010"
"A/Peru/PER386/2010--EPI_ISL_152471--A_/_H3N2--10/28/2010","A/Peru/PER386/2010--EPI_ISL_152471--A_/_H3N2--10/28/2010","10/28/2010"
"A/Peru/PER141/2010--EPI_ISL_152383--A_/_H3N2--11/11/2010","A/Peru/PER141/2010--EPI_ISL_152383--A_/_H3N2--11/11/2010","11/11/2010"
"A/Peru/PER252/2010--EPI_ISL_152617--A_/_H3N2--10/21/2010","A/Peru/PER252/2010--EPI_ISL_152617--A_/_H3N2--10/21/2010","10/21/2010"
"A/Peru/PER392/2010--EPI_ISL_152489--A_/_H3N2--10/29/2010","A/Peru/PER392/2010--EPI_ISL_152489--A_/_H3N2--10/29/2010","10/29/2010"
"A/Peru/PER306/2010--EPI_ISL_152779--A_/_H3N2--11/05/2010","A/Peru/PER306/2010--EPI_ISL_152779--A_/_H3N2--11/05/2010","11/05/2010"
"A/Peru/PER292/2010--EPI_ISL_152695--A_/_H3N2--11/20/2010","A/Peru/PER292/2010--EPI_ISL_152695--A_/_H3N2--11/20/2010","11/20/2010"
"A/Peru/PER129/2010--EPI_ISL_152371--A_/_H3N2--10/28/2010","A/Peru/PER129/2010--EPI_ISL_152371--A_/_H3N2--10/28/2010","10/28/2010"
"A/Peru/PER300/2010--EPI_ISL_152841--A_/_H3N2--10/07/2010","A/Peru/PER300/2010--EPI_ISL_152841--A_/_H3N2--10/07/2010","10/07/2010"
"A/Peru/PER357/2010--EPI_ISL_152819--A_/_H3N2--10/26/2010","A/Peru/PER357/2010--EPI_ISL_152819--A_/_H3N2--10/26/2010","10/26/2010"
"A/Peru/PER377/2010--EPI_ISL_152462--A_/_H3N2--10/28/2010","A/Peru/PER377/2010--EPI_ISL_152462--A_/_H3N2--10/28/2010","10/28/2010"
"A/Peru/PER381/2010--EPI_ISL_152466--A_/_H3N2--10/21/2010","A/Peru/PER381/2010--EPI_ISL_152466--A_/_H3N2--10/21/2010","10/21/2010"
"A/Peru/PER259/2010--EPI_ISL_152646--A_/_H3N2--10/15/2010","A/Peru/PER259/2010--EPI_ISL_152646--A_/_H3N2--10/15/2010","10/15/2010"
"A/Peru/PER064/2010--EPI_ISL_152258--A_/_H3N2--10/26/2010","A/Peru/PER064/2010--EPI_ISL_152258--A_/_H3N2--10/26/2010","10/26/2010"
"A/Peru/PER062/2010--EPI_ISL_152256--A_/_H3N2--11/04/2010","A/Peru/PER062/2010--EPI_ISL_152256--A_/_H3N2--11/04/2010","11/04/2010"
"A/Peru/PER207/2010--EPI_ISL_152574--A_/_H3N2--10/27/2010","A/Peru/PER207/2010--EPI_ISL_152574--A_/_H3N2--10/27/2010","10/27/2010"
"A/Peru/PER075/2010--EPI_ISL_152269--A_/_H3N2--10/21/2010","A/Peru/PER075/2010--EPI_ISL_152269--A_/_H3N2--10/21/2010","10/21/2010"
"A/Peru/PER319/2010--EPI_ISL_152753--A_/_H3N2--10/27/2010","A/Peru/PER319/2010--EPI_ISL_152753--A_/_H3N2--10/27/2010","10/27/2010"
"A/Peru/PER390/2010--EPI_ISL_152487--A_/_H3N2--10/11/2010","A/Peru/PER390/2010--EPI_ISL_152487--A_/_H3N2--10/11/2010","10/11/2010"
"A/Peru/PER148/2010--EPI_ISL_152390--A_/_H3N2--10/27/2010","A/Peru/PER148/2010--EPI_ISL_152390--A_/_H3N2--10/27/2010","10/27/2010"
"A/Peru/PER169/2010--EPI_ISL_152445--A_/_H3N2--10/11/2010","A/Peru/PER169/2010--EPI_ISL_152445--A_/_H3N2--10/11/2010","10/11/2010"
"A/Peru/PER128/2010--EPI_ISL_152370--A_/_H3N2--10/22/2010","A/Peru/PER128/2010--EPI_ISL_152370--A_/_H3N2--10/22/2010","10/22/2010"
"A/Peru/PER351/2010--EPI_ISL_152813--A_/_H3N2--10/22/2010","A/Peru/PER351/2010--EPI_ISL_152813--A_/_H3N2--10/22/2010","10/22/2010"
"A/Peru/PER135/2010--EPI_ISL_152377--A_/_H3N2--10/22/2010","A/Peru/PER135/2010--EPI_ISL_152377--A_/_H3N2--10/22/2010","10/22/2010"
"A/Peru/PER208/2010--EPI_ISL_152575--A_/_H3N2--10/27/2010","A/Peru/PER208/2010--EPI_ISL_152575--A_/_H3N2--10/27/2010","10/27/2010"
"A/Peru/PER376/2010--EPI_ISL_152836--A_/_H3N2--11/15/2010","A/Peru/PER376/2010--EPI_ISL_152836--A_/_H3N2--11/15/2010","11/15/2010"
"A/Peru/PER229/2010--EPI_ISL_152596--A_/_H3N2--11/06/2010","A/Peru/PER229/2010--EPI_ISL_152596--A_/_H3N2--11/06/2010","11/06/2010"
"A/Peru/PER274/2010--EPI_ISL_152660--A_/_H3N2--10/18/2010","A/Peru/PER274/2010--EPI_ISL_152660--A_/_H3N2--10/18/2010","10/18/2010"
"A/Peru/PER365/2010--EPI_ISL_152827--A_/_H3N2--11/06/2010","A/Peru/PER365/2010--EPI_ISL_152827--A_/_H3N2--11/06/2010","11/06/2010"
"A/Peru/PER349/2010--EPI_ISL_152811--A_/_H3N2--10/27/2010","A/Peru/PER349/2010--EPI_ISL_152811--A_/_H3N2--10/27/2010","10/27/2010"
"A/Peru/PER288/2010--EPI_ISL_152691--A_/_H3N2--10/27/2010","A/Peru/PER288/2010--EPI_ISL_152691--A_/_H3N2--10/27/2010","10/27/2010"
"A/Peru/PER165/2010--EPI_ISL_152441--A_/_H3N2--11/09/2010","A/Peru/PER165/2010--EPI_ISL_152441--A_/_H3N2--11/09/2010","11/09/2010"
"A/Peru/PER224/2010--EPI_ISL_152591--A_/_H3N2--11/02/2010","A/Peru/PER224/2010--EPI_ISL_152591--A_/_H3N2--11/02/2010","11/02/2010"
"A/Peru/PER286/2010--EPI_ISL_152689--A_/_H3N2--10/28/2010","A/Peru/PER286/2010--EPI_ISL_152689--A_/_H3N2--10/28/2010","10/28/2010"
"A/Peru/PER339/2010--EPI_ISL_152773--A_/_H3N2--11/02/2010","A/Peru/PER339/2010--EPI_ISL_152773--A_/_H3N2--11/02/2010","11/02/2010"
"A/Peru/PER192/2010--EPI_ISL_152505--A_/_H3N2--10/23/2010","A/Peru/PER192/2010--EPI_ISL_152505--A_/_H3N2--10/23/2010","10/23/2010"
"A/Peru/PER294/2010--EPI_ISL_152696--A_/_H3N2--10/20/2010","A/Peru/PER294/2010--EPI_ISL_152696--A_/_H3N2--10/20/2010","10/20/2010"
"A/Peru/PER079/2010--EPI_ISL_152273--A_/_H3N2--10/27/2010","A/Peru/PER079/2010--EPI_ISL_152273--A_/_H3N2--10/27/2010","10/27/2010"
"A/Boston/DOA86/2011--EPI_ISL_108259--A_/_H3N2--03/29/2011","A/Boston/DOA86/2011--EPI_ISL_108259--A_/_H3N2--03/29/2011","03/29/2011"
"A/Boston/DOA75/2011--EPI_ISL_108261--A_/_H3N2--03/11/2011","A/Boston/DOA75/2011--EPI_ISL_108261--A_/_H3N2--03/11/2011","03/11/2011"
"A/Peru/PER242/2010--EPI_ISL_152608--A_/_H3N2--11/02/2010","A/Peru/PER242/2010--EPI_ISL_152608--A_/_H3N2--11/02/2010","11/02/2010"
"A/Boston/DOA04/2011--EPI_ISL_108071--A_/_H3N2--01/05/2011","A/Boston/DOA04/2011--EPI_ISL_108071--A_/_H3N2--01/05/2011","01/05/2011"
"A/Massachusetts/03/2011--EPI_ISL_87958--A_/_H3N2--01/05/2011","A/Massachusetts/03/2011--EPI_ISL_87958--A_/_H3N2--01/05/2011","01/05/2011"
"A/Nebraska/11/2011--EPI_ISL_90840--A_/_H3N2--04/04/2011","A/Nebraska/11/2011--EPI_ISL_90840--A_/_H3N2--04/04/2011","04/04/2011"
"A/Colorado/01/2011--EPI_ISL_87911--A_/_H3N2--01/02/2011","A/Colorado/01/2011--EPI_ISL_87911--A_/_H3N2--01/02/2011","01/02/2011"
"A/Laos/900/2010--EPI_ISL_87957--A_/_H3N2--09/20/2010","A/Laos/900/2010--EPI_ISL_87957--A_/_H3N2--09/20/2010","09/20/2010"
"A/Vietnam/167/2010--EPI_ISL_89836--A_/_H3N2--02/08/2010","A/Vietnam/167/2010--EPI_ISL_89836--A_/_H3N2--02/08/2010","02/08/2010"
"A/New_York/07/2010--EPI_ISL_85603--A_/_H3N2--11/14/2010","A/New_York/07/2010--EPI_ISL_85603--A_/_H3N2--11/14/2010","11/14/2010"
"A/Mexico/1664/2011--EPI_ISL_90828--A_/_H3N2--02/18/2011","A/Mexico/1664/2011--EPI_ISL_90828--A_/_H3N2--02/18/2011","02/18/2011"
"A/Stockholm/1/2010--EPI_ISL_81390--A_/_H3N2--04/29/2010","A/Stockholm/1/2010--EPI_ISL_81390--A_/_H3N2--04/29/2010","04/29/2010"
"A/Florida/24/2011--EPI_ISL_98637--A_/_H3N2--08/25/2011","A/Florida/24/2011--EPI_ISL_98637--A_/_H3N2--08/25/2011","08/25/2011"
"A/MALATYA/TR-57/2011--EPI_ISL_96023--A_/_H3N2--01/25/2011","A/MALATYA/TR-57/2011--EPI_ISL_96023--A_/_H3N2--01/25/2011","01/25/2011"
"A/BRISBANE/122/2010--EPI_ISL_83867--A_/_H3N2--08/22/2010","A/BRISBANE/122/2010--EPI_ISL_83867--A_/_H3N2--08/22/2010","08/22/2010"
"A/Peru/PER145/2010--EPI_ISL_152387--A_/_H3N2--10/18/2010","A/Peru/PER145/2010--EPI_ISL_152387--A_/_H3N2--10/18/2010","10/18/2010"
"A/Peru/PER071/2010--EPI_ISL_152265--A_/_H3N2--10/16/2010","A/Peru/PER071/2010--EPI_ISL_152265--A_/_H3N2--10/16/2010","10/16/2010"
"A/Peru/PER146/2010--EPI_ISL_152388--A_/_H3N2--11/17/2010","A/Peru/PER146/2010--EPI_ISL_152388--A_/_H3N2--11/17/2010","11/17/2010"
"A/Peru/PER088/2010--EPI_ISL_152282--A_/_H3N2--10/13/2010","A/Peru/PER088/2010--EPI_ISL_152282--A_/_H3N2--10/13/2010","10/13/2010"
"A/Peru/PER279/2010--EPI_ISL_152683--A_/_H3N2--09/20/2010","A/Peru/PER279/2010--EPI_ISL_152683--A_/_H3N2--09/20/2010","09/20/2010"
"A/CHRISTCHURCH/49/2010--EPI_ISL_83858--A_/_H3N2--09/17/2010","A/CHRISTCHURCH/49/2010--EPI_ISL_83858--A_/_H3N2--09/17/2010","09/17/2010"
"A/Peru/PER257/2010--EPI_ISL_152644--A_/_H3N2--10/20/2010","A/Peru/PER257/2010--EPI_ISL_152644--A_/_H3N2--10/20/2010","10/20/2010"
"A/Peru/PER380/2010--EPI_ISL_152465--A_/_H3N2--10/13/2010","A/Peru/PER380/2010--EPI_ISL_152465--A_/_H3N2--10/13/2010","10/13/2010"
"A/TOWNSVILLE/86/2010--EPI_ISL_86127--A_/_H3N2--11/23/2010","A/TOWNSVILLE/86/2010--EPI_ISL_86127--A_/_H3N2--11/23/2010","11/23/2010"
"A/Peru/PER311/2010--EPI_ISL_152745--A_/_H3N2--11/17/2010","A/Peru/PER311/2010--EPI_ISL_152745--A_/_H3N2--11/17/2010","11/17/2010"
"A/Texas/NHRC0001/2011--EPI_ISL_90551--A_/_H3N2--01/25/2011","A/Texas/NHRC0001/2011--EPI_ISL_90551--A_/_H3N2--01/25/2011","01/25/2011"
"A/Mexico_City/WRAIR4139N/2010--EPI_ISL_93681--A_/_H3N2--12/29/2010","A/Mexico_City/WRAIR4139N/2010--EPI_ISL_93681--A_/_H3N2--12/29/2010","12/29/2010"
"A/Illinois/NHRC0002/2011--EPI_ISL_90553--A_/_H3N2--01/19/2011","A/Illinois/NHRC0002/2011--EPI_ISL_90553--A_/_H3N2--01/19/2011","01/19/2011"
"A/BRISBANE/252/2010--EPI_ISL_83860--A_/_H3N2--09/20/2010","A/BRISBANE/252/2010--EPI_ISL_83860--A_/_H3N2--09/20/2010","09/20/2010"
"A/Peru/PER211/2010--EPI_ISL_152578--A_/_H3N2--10/22/2010","A/Peru/PER211/2010--EPI_ISL_152578--A_/_H3N2--10/22/2010","10/22/2010"
"A/TOWNSVILLE/106/2010--EPI_ISL_86123--A_/_H3N2--12/07/2010","A/TOWNSVILLE/106/2010--EPI_ISL_86123--A_/_H3N2--12/07/2010","12/07/2010"
"A/Hong_Kong/2152/2010--EPI_ISL_79323--A_/_H3N2--07/10/2010","A/Hong_Kong/2152/2010--EPI_ISL_79323--A_/_H3N2--07/10/2010","07/10/2010"
"A/Chile/6927/2010--EPI_ISL_79330--A_/_H3N2--07/22/2010","A/Chile/6927/2010--EPI_ISL_79330--A_/_H3N2--07/22/2010","07/22/2010"
"A/Chile/5845/2010--EPI_ISL_79326--A_/_H3N2--07/10/2010","A/Chile/5845/2010--EPI_ISL_79326--A_/_H3N2--07/10/2010","07/10/2010"
"A/Hong_Kong/3171/2010--EPI_ISL_81381--A_/_H3N2--08/20/2010","A/Hong_Kong/3171/2010--EPI_ISL_81381--A_/_H3N2--08/20/2010","08/20/2010"
"A/Hessen/5/2010--EPI_ISL_86052--A_/_H3N2--12/13/2010","A/Hessen/5/2010--EPI_ISL_86052--A_/_H3N2--12/13/2010","12/13/2010"
"A/Vietnam/225/2010--EPI_ISL_98647--A_/_H3N2--09/15/2010","A/Vietnam/225/2010--EPI_ISL_98647--A_/_H3N2--09/15/2010","09/15/2010"
"A/TOWNSVILLE/102/2010--EPI_ISL_86120--A_/_H3N2--12/07/2010","A/TOWNSVILLE/102/2010--EPI_ISL_86120--A_/_H3N2--12/07/2010","12/07/2010"
"A/Peru/PER035/2010--EPI_ISL_152178--A_/_H3N2--10/20/2010","A/Peru/PER035/2010--EPI_ISL_152178--A_/_H3N2--10/20/2010","10/20/2010"
"A/Mexico_City/WRAIR3568N/2010--EPI_ISL_93668--A_/_H3N2--12/21/2010","A/Mexico_City/WRAIR3568N/2010--EPI_ISL_93668--A_/_H3N2--12/21/2010","12/21/2010"
"A/Mexico_City/WRAIR3568N/2010--EPI_ISL_93669--A_/_H3N2--12/21/2010","A/Mexico_City/WRAIR3568N/2010--EPI_ISL_93669--A_/_H3N2--12/21/2010","12/21/2010"
"A/Deajeon/2943/2010--EPI_ISL_87891--A_/_H3N2--12/15/2010","A/Deajeon/2943/2010--EPI_ISL_87891--A_/_H3N2--12/15/2010","12/15/2010"
"A/South_Dakota/02/2010--EPI_ISL_85828--A_/_H3N2--12/15/2010","A/South_Dakota/02/2010--EPI_ISL_85828--A_/_H3N2--12/15/2010","12/15/2010"
"A/Oklahoma/02/2010--EPI_ISL_85826--A_/_H3N2--11/03/2010","A/Oklahoma/02/2010--EPI_ISL_85826--A_/_H3N2--11/03/2010","11/03/2010"
"A/Idaho/01/2010--EPI_ISL_85823--A_/_H3N2--11/23/2010","A/Idaho/01/2010--EPI_ISL_85823--A_/_H3N2--11/23/2010","11/23/2010"
"A/New_Mexico/03/2011--EPI_ISL_90845--A_/_H3N2--01/24/2011","A/New_Mexico/03/2011--EPI_ISL_90845--A_/_H3N2--01/24/2011","01/24/2011"
"A/Ontario/N91737/2010--EPI_ISL_142651--A_/_H3N2--09/22/2010","A/Ontario/N91737/2010--EPI_ISL_142651--A_/_H3N2--09/22/2010","09/22/2010"
"A/Ontario/N91738/2010--EPI_ISL_142652--A_/_H3N2--09/22/2010","A/Ontario/N91738/2010--EPI_ISL_142652--A_/_H3N2--09/22/2010","09/22/2010"
"A/Ontario/C582093/2010--EPI_ISL_142661--A_/_H3N2--10/04/2010","A/Ontario/C582093/2010--EPI_ISL_142661--A_/_H3N2--10/04/2010","10/04/2010"
"A/Ontario/K4022160/2010--EPI_ISL_142673--A_/_H3N2--12/02/2010","A/Ontario/K4022160/2010--EPI_ISL_142673--A_/_H3N2--12/02/2010","12/02/2010"
"A/Ontario/C432471/2010--EPI_ISL_142647--A_/_H3N2--08/10/2010","A/Ontario/C432471/2010--EPI_ISL_142647--A_/_H3N2--08/10/2010","08/10/2010"
"A/Norway/780/2010--EPI_ISL_79268--A_/_H3N2--07/28/2010","A/Norway/780/2010--EPI_ISL_79268--A_/_H3N2--07/28/2010","07/28/2010"
"A/Florida/21/2010--EPI_ISL_84073--A_/_H3N2--11/01/2010","A/Florida/21/2010--EPI_ISL_84073--A_/_H3N2--11/01/2010","11/01/2010"
"A/Wisconsin/19/2011--EPI_ISL_90866--A_/_H3N2--03/30/2011","A/Wisconsin/19/2011--EPI_ISL_90866--A_/_H3N2--03/30/2011","03/30/2011"
"A/Florida/48/2010--EPI_ISL_99050--A_/_H3N2--12/09/2010","A/Florida/48/2010--EPI_ISL_99050--A_/_H3N2--12/09/2010","12/09/2010"
"A/Florida/48/2010--EPI_ISL_99052--A_/_H3N2--12/09/2010","A/Florida/48/2010--EPI_ISL_99052--A_/_H3N2--12/09/2010","12/09/2010"
"A/Florida/48/2010--EPI_ISL_99051--A_/_H3N2--12/09/2010","A/Florida/48/2010--EPI_ISL_99051--A_/_H3N2--12/09/2010","12/09/2010"
"A/Barbados/170/2010--EPI_ISL_79665--A_/_H3N2--08/11/2010","A/Barbados/170/2010--EPI_ISL_79665--A_/_H3N2--08/11/2010","08/11/2010"
"A/Barbados/170/2010--EPI_ISL_99009--A_/_H3N2--08/11/2010","A/Barbados/170/2010--EPI_ISL_99009--A_/_H3N2--08/11/2010","08/11/2010"
"A/Barbados/170/2010--EPI_ISL_99010--A_/_H3N2--08/11/2010","A/Barbados/170/2010--EPI_ISL_99010--A_/_H3N2--08/11/2010","08/11/2010"
"A/Ontario/C698767/2010--EPI_ISL_142666--A_/_H3N2--11/11/2010","A/Ontario/C698767/2010--EPI_ISL_142666--A_/_H3N2--11/11/2010","11/11/2010"
"A/Hawaii/15/2010--EPI_ISL_84103--A_/_H3N2--08/10/2010","A/Hawaii/15/2010--EPI_ISL_84103--A_/_H3N2--08/10/2010","08/10/2010"
"A/South_Dakota/01/2010--EPI_ISL_84097--A_/_H3N2--08/13/2010","A/South_Dakota/01/2010--EPI_ISL_84097--A_/_H3N2--08/13/2010","08/13/2010"
"A/Kenya/232/2012--EPI_ISL_139141--A_/_H3N2--05/04/2012","A/Kenya/232/2012--EPI_ISL_139141--A_/_H3N2--05/04/2012","05/04/2012"
"A/Florida/11/2010--EPI_ISL_79659--A_/_H3N2--07/28/2010","A/Florida/11/2010--EPI_ISL_79659--A_/_H3N2--07/28/2010","07/28/2010"
"A/Florida/11/2010--EPI_ISL_136577--A_/_H3N2--07/28/2010","A/Florida/11/2010--EPI_ISL_136577--A_/_H3N2--07/28/2010","07/28/2010"
"A/TOWNSVILLE/117/2010--EPI_ISL_94907--A_/_H3N2--12/16/2010","A/TOWNSVILLE/117/2010--EPI_ISL_94907--A_/_H3N2--12/16/2010","12/16/2010"
"A/Peru/PER226/2011--EPI_ISL_152593--A_/_H3N2--10/07/2011","A/Peru/PER226/2011--EPI_ISL_152593--A_/_H3N2--10/07/2011","10/07/2011"
"A/Hong_Kong/6934/2010--EPI_ISL_99038--A_/_H3N2--12/05/2010","A/Hong_Kong/6934/2010--EPI_ISL_99038--A_/_H3N2--12/05/2010","12/05/2010"
"A/Hong_Kong/6934/2010--EPI_ISL_99040--A_/_H3N2--12/05/2010","A/Hong_Kong/6934/2010--EPI_ISL_99040--A_/_H3N2--12/05/2010","12/05/2010"
"A/Hong_Kong/6934/2010--EPI_ISL_99039--A_/_H3N2--12/05/2010","A/Hong_Kong/6934/2010--EPI_ISL_99039--A_/_H3N2--12/05/2010","12/05/2010"
"A/Texas/16/2010--EPI_ISL_84037--A_/_H3N2--08/24/2010","A/Texas/16/2010--EPI_ISL_84037--A_/_H3N2--08/24/2010","08/24/2010"
"A/Washington/02/2010--EPI_ISL_85830--A_/_H3N2--12/10/2010","A/Washington/02/2010--EPI_ISL_85830--A_/_H3N2--12/10/2010","12/10/2010"
"A/New_Mexico/05/2010--EPI_ISL_87935--A_/_H3N2--11/30/2010","A/New_Mexico/05/2010--EPI_ISL_87935--A_/_H3N2--11/30/2010","11/30/2010"
"A/Maryland/07/2010--EPI_ISL_87924--A_/_H3N2--11/16/2010","A/Maryland/07/2010--EPI_ISL_87924--A_/_H3N2--11/16/2010","11/16/2010"
"A/St_Etienne/1130/2011--EPI_ISL_94715--A_/_H3N2--03/01/2011","A/St_Etienne/1130/2011--EPI_ISL_94715--A_/_H3N2--03/01/2011","03/01/2011"
"A/Texas/11/2011--EPI_ISL_99057--A_/_H3N2--02/09/2011","A/Texas/11/2011--EPI_ISL_99057--A_/_H3N2--02/09/2011","02/09/2011"
"A/Mexico/JAL121/2011--EPI_ISL_302519--A_/_H3N2--03/01/2011","A/Mexico/JAL121/2011--EPI_ISL_302519--A_/_H3N2--03/01/2011","03/01/2011"
"A/Ukraine/175/2011--EPI_ISL_90855--A_/_H3N2--02/22/2011","A/Ukraine/175/2011--EPI_ISL_90855--A_/_H3N2--02/22/2011","02/22/2011"
"A/SURAT_THANI/23/2011--EPI_ISL_94868--A_/_H3N2--02/03/2011","A/SURAT_THANI/23/2011--EPI_ISL_94868--A_/_H3N2--02/03/2011","02/03/2011"
"A/Peru/PER393/2010--EPI_ISL_152490--A_/_H3N2--10/28/2010","A/Peru/PER393/2010--EPI_ISL_152490--A_/_H3N2--10/28/2010","10/28/2010"
"A/Singapore/GP3961/2010--EPI_ISL_97481--A_/_H3N2--09/03/2010","A/Singapore/GP3961/2010--EPI_ISL_97481--A_/_H3N2--09/03/2010","09/03/2010"
"A/Mexico/4056/2010--EPI_ISL_79668--A_/_H3N2--08/13/2010","A/Mexico/4056/2010--EPI_ISL_79668--A_/_H3N2--08/13/2010","08/13/2010"
"A/Louisiana/06/2010--EPI_ISL_87901--A_/_H3N2--12/29/2010","A/Louisiana/06/2010--EPI_ISL_87901--A_/_H3N2--12/29/2010","12/29/2010"
"A/Texas/06/2011--EPI_ISL_89825--A_/_H3N2--02/05/2011","A/Texas/06/2011--EPI_ISL_89825--A_/_H3N2--02/05/2011","02/05/2011"
